Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"GTP-AFS 135"
"120 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:07.5430", "35.4050", "48.6900", "43.4480",  "F:M - R:M",     
"121 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:07.3730", "35.4480", "48.5730", "43.3520",  "F:M - R:M",     
"122 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:07.0560", "34.9680", "48.8110", "43.2770",  "F:M - R:M",     
"123 ", fsr_audi_lms_evo_ii_gt3, no,"0", "05:05.4820", "213.0200", "49.3470", "43.1150",  "F:M - R:M",     
"124 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:06.4870", "35.0240", "48.6590", "42.8040",  "F:M - R:M",     
"125 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:06.9060", "35.1640", "48.8030", "42.9390",  "F:M - R:M",     
"126 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:06.8190", "35.2390", "48.7480", "42.8320",  "F:M - R:M",     
"127 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:06.4310", "34.9330", "48.6630", "42.8350",  "F:M - R:M",     
"128 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:06.2820", "35.0390", "48.5280", "42.7150",  "F:M - R:M",     
"129 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:05.8690", "34.9560", "48.4150", "42.4980",  "F:M - R:M",     
"130 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:06.3390", "34.9890", "48.8790", "42.4710",  "F:M - R:M",     
"131 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:06.5480", "35.2210", "48.8570", "42.4700",  "F:M - R:M",     
"132 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:06.1370", "35.1340", "48.5100", "42.4930",  "F:M - R:M",     
"133 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:06.5020", "35.0710", "48.7210", "42.7100",  "F:M - R:M",     
"134 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:06.5050", "35.0420", "49.0320", "42.4310",  "F:M - R:M",     
"135 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:06.9010", "35.5240", "48.6630", "42.7140",  "F:M - R:M",     
"136 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:06.3790", "35.4030", "48.6580", "42.3180",  "F:M - R:M",     
"137 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:06.5450", "35.1640", "48.7710", "42.6100",  "F:M - R:M",     
"138 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:06.7050", "35.0400", "49.2160", "42.4490",  "F:M - R:M",     
"139 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:06.3050", "35.2260", "48.6980", "42.3810",  "F:M - R:M",     
"140 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:06.6590", "35.1480", "49.0130", "42.4980",  "F:M - R:M",     
"141 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:05.9080", "34.8770", "48.5190", "42.5120",  "F:M - R:M",     
"142 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:06.2890", "35.1150", "48.6900", "42.4840",  "F:M - R:M",     
"143 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:06.9410", "35.4930", "48.6940", "42.7540",  "F:M - R:M",     
"144 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:06.9700", "35.1160", "49.2340", "42.6200",  "F:M - R:M",     
"145 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:06.3740", "35.0880", "48.7070", "42.5790",  "F:M - R:M",     
"146 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:07.0100", "34.8370", "48.6850", "43.4880",  "F:M - R:M",     
"147 ", fsr_audi_lms_evo_ii_gt3, no,"0", "04:15.4970", "163.0310", "49.4910", "42.9750",  "F:M - R:M",     
"148 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:07.3300", "35.5660", "49.1260", "42.6380",  "F:M - R:M",     
"149 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:08.8040", "37.3650", "48.9420", "42.4970",  "F:M - R:M",     
"150 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:06.3260", "35.1790", "48.6860", "42.4610",  "F:M - R:M",     
"151 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:06.9430", "35.2470", "49.0140", "42.6820",  "F:M - R:M",     
"152 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:06.9960", "35.1370", "49.3330", "42.5260",  "F:M - R:M",     
"153 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:06.2330", "35.2030", "48.5590", "42.4710",  "F:M - R:M",     
"154 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:07.8390", "35.1830", "48.5460", "44.1100",  "F:M - R:M",     
"155 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:06.1710", "35.2790", "48.4750", "42.4170",  "F:M - R:M",     
"156 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:06.3230", "35.5000", "48.3710", "42.4520",  "F:M - R:M",     
"157 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:07.4960", "35.3640", "48.7710", "43.3610",  "F:M - R:M",     
"158 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:06.2860", "35.3180", "48.4740", "42.4940",  "F:M - R:M",     
"159 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:05.9970", "35.0420", "48.4830", "42.4720",  "F:M - R:M",     
"160 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:06.0720", "35.2160", "48.4660", "42.3900",  "F:M - R:M",     
"161 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:06.3190", "35.0910", "48.6260", "42.6020",  "F:M - R:M",     
"162 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:06.8880", "35.4840", "48.7890", "42.6150",  "F:M - R:M",     
Average,,,"02:11.1390", "39.2280", "48.9813", "42.9297"
Best possible,,, "02:05.4410", "34.8370", "48.3710", "42.2330"

Lap, Vehicle, Pit, Pit time, Time, Sector 1, Sector 2, Sector 3,  Compound,     
"GTD-ACRT 191"
"1 ", fsr_audi_lms_evo_ii_gt3, no,"0", "04:35.6580", "143.1910", "68.7550", "63.7120",  "F:M - R:M",     
"2 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:13.2710", "39.9690", "50.3100", "42.9920",  "F:M - R:M",     
"3 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:07.7300", "35.2920", "49.3100", "43.1280",  "F:M - R:M",     
"4 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:06.9160", "35.4260", "48.8790", "42.6110",  "F:M - R:M",     
"5 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:08.7770", "35.7720", "49.6160", "43.3890",  "F:M - R:M",     
"6 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:08.7660", "35.5970", "49.3300", "43.8390",  "F:M - R:M",     
"7 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:07.7500", "35.3430", "49.3740", "43.0330",  "F:M - R:M",     
"8 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:07.9590", "36.0640", "49.0370", "42.8580",  "F:M - R:M",     
"9 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:07.1970", "35.6750", "48.9560", "42.5660",  "F:M - R:M",     
"10 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:06.8320", "35.5050", "48.6760", "42.6510",  "F:M - R:M",     
"11 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:07.7650", "35.4840", "49.0180", "43.2630",  "F:M - R:M",     
"12 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:09.3090", "36.1360", "50.0620", "43.1110",  "F:M - R:M",     
"13 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:07.2950", "35.5760", "48.4970", "43.2220",  "F:M - R:M",     
"14 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:06.7990", "35.3500", "48.7760", "42.6730",  "F:M - R:M",     
"15 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:07.5310", "35.4570", "49.0940", "42.9800",  "F:M - R:M",     
"16 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:06.8740", "35.4290", "48.8300", "42.6150",  "F:M - R:M",     
"17 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:07.7520", "35.7720", "48.9780", "43.0020",  "F:M - R:M",     
"18 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:07.2410", "35.4640", "48.5870", "43.1900",  "F:M - R:M",     
"19 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:07.4560", "35.4080", "48.8340", "43.2140",  "F:M - R:M",     
"20 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:08.0530", "35.4830", "49.7750", "42.7950",  "F:M - R:M",     
"21 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:07.8240", "35.4520", "49.1760", "43.1960",  "F:M - R:M",     
"22 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:06.6110", "35.2120", "48.8200", "42.5790",  "F:M - R:M",     
"23 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:09.2700", "36.0660", "49.4360", "43.7680",  "F:M - R:M",     
"24 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:09.7120", "35.9820", "50.2470", "43.4830",  "F:M - R:M",     
"25 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:54.7270", "82.3920", "49.4090", "42.9260",  "F:M - R:M",     
"26 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:21.9620", "35.4160", "62.4740", "44.0720",  "F:M - R:M",     
"27 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:06.5830", "35.2380", "48.6620", "42.6830",  "F:M - R:M",     
"28 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:07.7380", "35.2450", "49.7390", "42.7540",  "F:M - R:M",     
"29 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:07.4540", "35.4470", "49.2580", "42.7490",  "F:M - R:M",     
"30 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:08.2390", "35.2600", "49.6300", "43.3490",  "F:M - R:M",     
"31 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:07.3870", "35.3890", "49.4190", "42.5790",  "F:M - R:M",     
"32 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:07.0490", "35.3080", "49.0820", "42.6590",  "F:M - R:M",     
"33 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:06.7990", "35.0840", "48.7090", "43.0060",  "F:M - R:M",     
"34 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:08.5480", "36.2220", "49.0540", "43.2720",  "F:M - R:M",     
"35 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:18.3530", "35.4200", "56.6420", "46.2910",  "F:M - R:M",     
"36 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:07.0200", "35.3720", "48.6770", "42.9710",  "F:M - R:M",     
"37 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:07.7360", "35.2160", "49.4730", "43.0470",  "F:M - R:M",     
"38 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:06.8980", "35.0480", "48.9870", "42.8630",  "F:M - R:M",     
"39 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:07.2880", "35.5330", "48.9330", "42.8220",  "F:M - R:M",     
"40 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:07.8510", "35.4300", "49.6430", "42.7780",  "F:M - R:M",     
"41 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:07.2410", "35.3650", "48.8740", "43.0020",  "F:M - R:M",     
"42 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:07.1090", "35.1020", "48.7940", "43.2130",  "F:M - R:M",     
"43 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:07.6850", "35.3640", "48.9100", "43.4110",  "F:M - R:M",     
"44 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:08.4910", "35.6070", "49.8150", "43.0690",  "F:M - R:M",     
"45 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:07.6070", "35.6270", "49.0780", "42.9020",  "F:M - R:M",     
"46 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:07.5420", "35.2780", "48.7440", "43.5200",  "F:M - R:M",     
"47 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:07.5610", "35.1810", "49.2430", "43.1370",  "F:M - R:M",     
"48 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:09.2270", "34.9070", "49.4920", "44.8280",  "F:M - R:M",     
"49 ", fsr_audi_lms_evo_ii_gt3, no,"0", "03:23.1810", "105.7280", "51.9130", "45.5400",  "F:M - R:M",     
"50 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:12.6510", "36.1980", "50.9350", "45.5180",  "F:M - R:M",     
"51 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:10.8320", "36.6030", "50.1840", "44.0450",  "F:M - R:M",     
"52 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:10.5340", "35.7690", "49.8460", "44.9190",  "F:M - R:M",     
"53 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:09.8930", "36.2750", "50.0140", "43.6040",  "F:M - R:M",     
"54 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:09.4450", "35.9670", "49.7340", "43.7440",  "F:M - R:M",     
"55 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:09.6770", "36.5230", "49.4510", "43.7030",  "F:M - R:M",     
"56 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:11.2410", "36.1290", "49.5130", "45.5990",  "F:M - R:M",     
"57 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:09.9150", "35.9810", "50.1440", "43.7900",  "F:M - R:M",     
"58 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:09.1760", "35.7880", "49.9090", "43.4790",  "F:M - R:M",     
"59 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:09.4000", "35.7500", "49.8340", "43.8160",  "F:M - R:M",     
"60 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:08.6430", "35.6900", "49.2940", "43.6590",  "F:M - R:M",     
"61 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:09.0370", "35.8200", "49.8010", "43.4160",  "F:M - R:M",     
"62 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:08.3230", "35.7310", "49.1400", "43.4520",  "F:M - R:M",     
"63 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:15.6530", "35.6770", "49.5450", "50.4310",  "F:M - R:M",     
"64 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:10.2060", "35.5890", "49.5760", "45.0410",  "F:M - R:M",     
"65 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:10.8510", "36.1480", "50.4050", "44.2980",  "F:M - R:M",     
"66 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:10.9400", "36.6290", "49.6850", "44.6260",  "F:M - R:M",     
"67 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:09.0810", "35.8360", "49.6980", "43.5470",  "F:M - R:M",     
"68 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:09.9230", "35.8690", "50.2520", "43.8020",  "F:M - R:M",     
"69 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:10.9970", "36.6690", "50.4260", "43.9020",  "F:M - R:M",     
"70 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:09.9630", "36.5420", "49.7160", "43.7050",  "F:M - R:M",     
"71 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:12.4430", "37.6820", "49.5640", "45.1970",  "F:M - R:M",     
"72 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:10.3090", "36.1640", "50.2290", "43.9160",  "F:M - R:M",     
"73 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:12.5480", "36.2670", "50.3370", "45.9440",  "F:M - R:M",     
"74 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:12.9730", "36.1060", "50.4670", "46.4000",  "F:M - R:M",     
"75 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:57.0310", "82.0490", "50.9230", "44.0590",  "F:M - R:M",     
"76 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:11.3880", "36.2080", "51.4220", "43.7580",  "F:M - R:M",     
"77 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:11.5620", "36.8820", "50.4620", "44.2180",  "F:M - R:M",     
"78 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:09.0550", "35.8380", "49.4900", "43.7270",  "F:M - R:M",     
"79 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:09.1600", "35.6680", "49.5760", "43.9160",  "F:M - R:M",     
"80 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:09.8570", "35.7810", "50.1210", "43.9550",  "F:M - R:M",     
"81 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:09.5400", "35.9030", "49.8690", "43.7680",  "F:M - R:M",     
"82 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:09.8420", "35.9270", "49.8070", "44.1080",  "F:M - R:M",     
"83 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:09.8280", "36.3760", "49.7700", "43.6820",  "F:M - R:M",     
"84 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:11.6430", "35.6930", "49.9820", "45.9680",  "F:M - R:M",     
"85 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:10.7560", "36.9260", "50.0860", "43.7440",  "F:M - R:M",     
"86 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:08.4260", "35.8840", "49.4370", "43.1050",  "F:M - R:M",     
"87 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:08.5850", "35.5980", "49.4190", "43.5680",  "F:M - R:M",     
"88 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:11.1600", "36.1290", "50.8000", "44.2310",  "F:M - R:M",     
"89 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:09.8430", "35.5500", "49.6700", "44.6230",  "F:M - R:M",     
"90 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:09.6260", "36.1660", "50.0040", "43.4560",  "F:M - R:M",     
"91 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:12.7440", "37.1810", "51.5790", "43.9840",  "F:M - R:M",     
"92 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:09.1140", "36.0260", "49.3430", "43.7450",  "F:M - R:M",     
"93 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:09.3970", "35.8200", "49.5710", "44.0060",  "F:M - R:M",     
"94 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:24.7890", "48.7630", "51.0800", "44.9460",  "F:M - R:M",     
"95 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:10.9410", "36.5850", "49.4820", "44.8740",  "F:M - R:M",     
"96 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:12.2680", "35.8600", "50.3820", "46.0260",  "F:M - R:M",     
"97 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:11.9720", "36.6980", "50.0860", "45.1880",  "F:M - R:M",     
"98 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:11.7360", "36.5880", "50.4170", "44.7310",  "F:M - R:M",     
"99 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:11.6920", "36.4050", "50.0620", "45.2250",  "F:M - R:M",     
"100 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:12.8090", "37.1800", "49.3340", "46.2950",  "F:M - R:M",     
"101 ", fsr_audi_lms_evo_ii_gt3, no,"0", "03:01.4910", "88.2150", "50.2420", "43.0340",  "F:M - R:M",     
"102 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:07.8890", "35.3420", "49.3970", "43.1500",  "F:M - R:M",     
"103 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:07.8110", "35.3820", "49.2110", "43.2180",  "F:M - R:M",     
"104 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:09.7820", "35.5750", "51.1330", "43.0740",  "F:M - R:M",     
"105 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:07.6850", "35.3320", "49.2620", "43.0910",  "F:M - R:M",     
"106 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:06.9610", "35.3950", "48.7570", "42.8090",  "F:M - R:M",     
"107 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:07.3150", "35.3350", "49.2440", "42.7360",  "F:M - R:M",     
"108 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:07.2070", "35.4380", "48.9700", "42.7990",  "F:M - R:M",     
"109 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:10.4740", "37.9490", "49.4200", "43.1050",  "F:M - R:M",     
"110 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:07.7740", "35.6720", "48.7710", "43.3310",  "F:M - R:M",     
"111 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:07.7650", "35.3080", "49.9640", "42.4930",  "F:M - R:M",     
"112 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:06.6000", "35.1770", "48.9380", "42.4850",  "F:M - R:M",     
"113 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:08.6540", "35.8820", "48.4340", "44.3380",  "F:M - R:M",     
"114 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:10.4120", "37.1270", "49.4150", "43.8700",  "F:M - R:M",     
"115 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:07.2900", "35.3050", "49.0270", "42.9580",  "F:M - R:M",     
"116 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:07.7230", "35.1130", "49.2300", "43.3800",  "F:M - R:M",     
"117 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:07.5900", "35.3440", "48.7580", "43.4880",  "F:M - R:M",     
"118 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:08.7450", "35.3700", "50.2600", "43.1150",  "F:M - R:M",     
"119 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:12.4890", "37.9030", "50.4900", "44.0960",  "F:M - R:M",     
"120 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:08.6190", "36.2600", "49.1680", "43.1910",  "F:M - R:M",     
"121 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:08.6230", "35.8820", "49.5270", "43.2140",  "F:M - R:M",     
"122 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:08.7960", "35.9520", "49.7870", "43.0570",  "F:M - R:M",     
"123 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:09.5950", "35.7110", "49.2670", "44.6170",  "F:M - R:M",     
"124 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:11.2480", "35.6460", "49.2380", "46.3640",  "F:M - R:M",     
"125 ", fsr_audi_lms_evo_ii_gt3, no,"0", "03:30.1870", "111.4700", "52.2320", "46.4850",  "F:M - R:M",     
"126 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:12.1790", "37.6610", "50.2920", "44.2260",  "F:M - R:M",     
"127 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:36.2610", "36.6320", "74.6650", "44.9640",  "F:M - R:M",     
"128 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:11.2600", "36.4850", "50.5360", "44.2390",  "F:M - R:M",     
"129 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:11.0770", "36.2390", "50.5130", "44.3250",  "F:M - R:M",     
"130 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:12.2610", "36.2080", "50.5400", "45.5130",  "F:M - R:M",     
"131 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:09.9190", "36.2520", "49.8680", "43.7990",  "F:M - R:M",     
"132 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:09.3130", "35.9420", "49.7390", "43.6320",  "F:M - R:M",     
"133 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:10.8650", "36.3930", "49.8590", "44.6130",  "F:M - R:M",     
"134 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:10.1830", "35.9390", "50.7690", "43.4750",  "F:M - R:M",     
"135 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:10.5960", "35.7040", "51.3220", "43.5700",  "F:M - R:M",     
"136 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:10.1980", "36.2250", "49.9540", "44.0190",  "F:M - R:M",     
"137 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:12.4130", "37.7070", "50.7420", "43.9640",  "F:M - R:M",     
"138 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:10.2770", "36.3980", "49.8560", "44.0230",  "F:M - R:M",     
"139 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:11.6990", "36.3620", "50.6530", "44.6840",  "F:M - R:M",     
"140 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:10.3900", "36.1510", "50.3640", "43.8750",  "F:M - R:M",     
"141 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:16.4730", "36.5910", "49.8640", "50.0180",  "F:M - R:M",     
"142 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:11.9940", "37.3770", "50.3900", "44.2270",  "F:M - R:M",     
"143 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:09.4150", "36.4680", "49.4900", "43.4570",  "F:M - R:M",     
"144 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:09.7220", "36.1590", "49.7290", "43.8340",  "F:M - R:M",     
"145 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:10.5480", "36.3490", "50.2200", "43.9790",  "F:M - R:M",     
"146 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:10.8680", "35.8010", "50.2840", "44.7830",  "F:M - R:M",     
"147 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:10.6110", "36.2010", "50.7950", "43.6150",  "F:M - R:M",     
"148 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:10.6530", "36.3240", "50.2510", "44.0780",  "F:M - R:M",     
"149 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:10.6800", "36.2520", "50.1920", "44.2360",  "F:M - R:M",     
"150 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:11.6970", "35.8550", "49.8780", "45.9640",  "F:M - R:M",     
"151 ", fsr_audi_lms_evo_ii_gt3, no,"0", "03:05.7340", "91.2020", "51.6510", "42.8810",  "F:M - R:M",     
"152 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:05.8430", "35.0870", "48.4570", "42.2990",  "F:M - R:M",     
"153 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:06.4480", "35.3450", "48.4610", "42.6420",  "F:M - R:M",     
"154 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:07.6300", "35.1410", "48.9830", "43.5060",  "F:M - R:M",     
"155 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:06.2750", "35.6000", "48.4650", "42.2100",  "F:M - R:M",     
"156 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:06.7680", "34.9990", "48.3610", "43.4080",  "F:M - R:M",     
"157 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:07.4710", "35.0550", "48.9950", "43.4210",  "F:M - R:M",     
"158 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:06.6180", "35.2130", "48.7940", "42.6110",  "F:M - R:M",     
"159 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:07.1330", "35.1800", "48.4110", "43.5420",  "F:M - R:M",     
"160 ", fsr_audi_lms_evo_ii_gt3, no,"0", "02:08.7160", "35.0670", "50.4940", "43.1550",  "F:M - R:M",     
